tv_day,cluster_id,device_id,rank,distance
2023-03-02,446901,93b38417-cc4c-4d77-b384-17cc4c7d77d9,1,0.248946345
2023-03-02,446901,ec1040db-3a0f-4355-9040-db3a0f1355f2,2,0.257983488
2023-03-02,446901,6e21abe8-5080-47cc-a1ab-e85080d7cc59,3,0.249190846
2023-03-02,446901,05517efe-f2f4-4411-917e-fef2f404112a,5,0.278517266
2023-03-02,446901,4fef4381-919c-4a3c-af43-81919cca3ce5,7,0.286603095
2023-03-02,446901,4210e05a-d691-465d-90e0-5ad691a65d01,8,0.244530781
2023-03-02,446901,a38545c3-8f28-40bc-8545-c38f28a0bca5,9,0.270671595
2023-03-02,446901,ac4c02df-2973-4831-8c02-df2973283172,10,0.277885729
2023-03-02,446901,18376a76-3656-4a25-b76a-763656fa2537,11,0.278087143
2023-03-02,446901,8b4bdef2-2aae-495c-8bde-f22aae395cba,12,0.249922182
2023-03-02,446903,23402cc8-b995-46a0-802c-c8b99516a0a5,1,0.315944085
2023-03-02,446903,b351438c-8523-485f-9143-8c8523185fda,2,0.252961004
2023-03-02,446903,10337c6a-617c-491e-b37c-6a617c691e19,3,0.33980329
2023-03-02,446903,d51af826-c031-4187-9af8-26c03111876d,4,0.261546357
2023-03-02,446903,8b4bdef2-2aae-495c-8bde-f22aae395cba,5,0.249922182
2023-03-02,446903,8c7602d5-3f77-437f-b602-d53f77237f96,6,0.286148227
2023-03-02,446903,acd62040-1783-4e62-9620-4017837e6263,8,0.405101943
2023-03-02,446903,bd46d90f-eb8f-46bd-86d9-0feb8fe6bd5c,9,0.304746496
2023-03-02,446903,423f52c8-733b-4bd5-bf52-c8733b5bd52a,10,0.339852297
2023-03-02,446903,4146e0bc-bcdc-4b87-86e0-bcbcdc2b87b1,11,0.366173552
2023-03-02,446908,ae52794a-878e-41f7-9279-4a878e31f70e,1,0.258283406
2023-03-02,446908,cc21e0e6-2f20-4075-a1e0-e62f20b07547,2,0.253398511
2023-03-02,446908,1d406823-7bd6-4633-8068-237bd6e6332a,3,0.292048722
2023-03-02,446908,93b38417-cc4c-4d77-b384-17cc4c7d77d9,4,0.248946345
2023-03-02,446908,ade426ba-3107-48db-a426-ba310748db56,5,0.293744569
