tv_day,cluster_id,device_id,rank,distance
2023-03-04,447186,da973cfb-8584-4101-973c-fb85841101e6,2,0.140454864
2023-03-04,447186,64ef888f-28f4-4971-af88-8f28f4b971bb,3,0.133112496
2023-03-04,447186,95075ad9-3890-4885-875a-d93890388576,4,0.133248225
2023-03-04,447186,08187de7-f897-4f88-987d-e7f8973f889a,5,0.141834311
2023-03-04,447186,30d96316-4a68-4d3b-9963-164a689d3b89,6,0.136539661
2023-03-04,447186,57ce5b30-e9c4-489d-8e5b-30e9c4189d5a,7,0.161502308
2023-03-04,447186,bec89894-5c27-49f1-8898-945c27f9f13e,8,0.127564787
2023-03-04,447186,561796c9-7d18-4623-9796-c97d181623e0,9,0.138236392
2023-03-04,447186,2fb7bd5f-1649-40bf-b7bd-5f164920bf3f,10,0.133725432
2023-03-04,447186,dc622258-ad28-47cf-a222-58ad2837cf5e,11,0.135653916
2023-03-04,447189,668e4a04-e4e9-4d1c-8e4a-04e4e90d1cfb,1,0.129064855
2023-03-04,447189,46c46c05-264c-47ba-846c-05264c77bad6,2,0.126988834
2023-03-04,447189,7cb23004-f94b-4b09-b230-04f94b7b095f,3,0.151013591
2023-03-04,447189,132ca940-2a39-439f-aca9-402a39039f16,4,0.147187298
2023-03-04,447189,e6b4a1eb-36f5-46b7-b4a1-eb36f576b796,5,0.16140404
2023-03-04,447189,7ad2483c-843e-417f-9248-3c843ec17f91,6,0.136155363
2023-03-04,447189,d9611829-3166-4e9f-a118-2931664e9fd7,7,0.156779988
2023-03-04,447189,e27f8d92-6dd3-4c78-bf8d-926dd35c7804,9,0.141673058
2023-03-04,447189,8ae28c20-1518-471a-a28c-201518a71aec,11,0.162360465
2023-03-04,447189,11404828-66ad-430c-8048-2866adb30c83,12,0.174383138
2023-03-04,447232,8e68a5ab-f6d5-470a-a8a5-abf6d5070a3c,1,0.10964385
2023-03-04,447232,dddd94d5-9668-4cae-9d94-d59668bcae70,2,0.105406293
2023-03-04,447232,a54183e2-f1a6-4d60-8183-e2f1a6ed60b2,3,0.114728098
2023-03-04,447232,ea15f0da-86c2-415a-95f0-da86c2915a38,4,0.12238921
2023-03-04,447232,36a77524-b815-48ea-a775-24b815b8ea4a,5,0.112568253
2023-03-04,447232,81ae4474-1103-4bca-ae44-741103dbca3a,7,0.124553576
2023-03-04,447232,259aa76f-3d78-45fb-9aa7-6f3d78f5fb07,8,0.127303567
2023-03-04,447232,cec1b63c-2769-4617-81b6-3c2769661747,9,0.108909518
2023-03-04,447232,be6d7cd0-00a9-46cf-ad7c-d000a936cf04,10,0.100092312
2023-03-04,447232,3ebae2b7-c743-49d4-bae2-b7c74319d41f,11,0.122503856
2023-03-04,447253,00d50276-9bc0-4331-9502-769bc043319d,1,0.110859875
2023-03-04,447253,43bc284e-7992-4bf6-bc28-4e7992cbf639,2,0.117089115
2023-03-04,447253,308bcc0e-2f8b-4f50-8bcc-0e2f8b4f50d6,4,0.118273809
2023-03-04,447253,2ab869ca-12a3-4521-b869-ca12a3c521a0,5,0.120562018
2023-03-04,447253,e51617ce-9965-43f6-9617-ce9965b3f616,7,0.12797627
