tv_day,cluster_id,device_id,rank,distance
2023-03-04,4070727,6bbb6cae-96d6-4ee8-bb6c-ae96d60ee8d2,1,0.025464969
2023-03-04,4070727,6bc73cbc-350e-43c9-873c-bc350e73c9d5,2,0.02724886
2023-03-04,4070727,5b4bbae1-3e71-4c4f-8bba-e13e715c4f6f,3,0.023508081
2023-03-04,4070727,f4a357a9-af8e-45cc-a357-a9af8ef5cc2e,4,0.027263174
2023-03-04,4070727,1dbf0691-b300-4b5d-bf06-91b300bb5d43,5,0.024273877
2023-03-04,4070727,b746b4b5-3bf1-4f6f-86b4-b53bf1af6f5f,6,0.026499483
2023-03-04,4070727,3acff443-bfe2-4796-8ff4-43bfe2d796f1,7,0.023792249
2023-03-04,4070727,74f96994-841d-43f5-b969-94841d83f541,8,0.027733987
2023-03-04,4070727,a3749fc2-5fb7-4598-b49f-c25fb7f5982d,9,0.0292387
2023-03-04,4070727,a0e2c56a-0e4a-4922-a2c5-6a0e4a6922c7,10,0.026772077
2023-03-04,4070739,1dbf0691-b300-4b5d-bf06-91b300bb5d43,1,0.024273877
2023-03-04,4070739,736fdd16-6812-423c-afdd-166812423c55,2,0.026958961
2023-03-04,4070739,a8708959-eac9-432c-b089-59eac9532cca,3,0.026732108
2023-03-04,4070739,247fcc79-9f30-41c6-bfcc-799f30a1c6d5,4,0.027342991
2023-03-04,4070739,3acff443-bfe2-4796-8ff4-43bfe2d796f1,5,0.023792249
2023-03-04,4070739,a3749fc2-5fb7-4598-b49f-c25fb7f5982d,6,0.0292387
2023-03-04,4070739,5b4bbae1-3e71-4c4f-8bba-e13e715c4f6f,7,0.023508081
2023-03-04,4070739,9b41bce5-5a3f-4228-81bc-e55a3ff2284f,8,0.027338197
2023-03-04,4070739,f4a357a9-af8e-45cc-a357-a9af8ef5cc2e,9,0.027263174
2023-03-04,4070739,b746b4b5-3bf1-4f6f-86b4-b53bf1af6f5f,10,0.026499483
2023-03-04,4071710,42491567-b329-40de-8915-67b329e0de51,2,0.190039103
2023-03-04,4071710,f293ae2d-8a80-4f16-93ae-2d8a80ef16c2,3,0.178544978
2023-03-04,4071710,68004447-2168-411a-8044-472168511ab2,4,0.177473313
2023-03-04,4071710,e3b095bb-2097-46e9-b095-bb209746e957,5,0.18513471
2023-03-04,4071710,f5874a29-9152-436a-874a-299152b36aae,6,0.183107617
2023-03-04,4071710,69cc1213-d73a-4182-8c12-13d73a118284,7,0.194371081
2023-03-04,4071710,8495884c-7308-47b6-9588-4c730827b62b,8,0.193758638
2023-03-04,4071710,97c64d90-57b7-4513-864d-9057b7b51343,9,0.194138153
2023-03-04,4071710,d16c748e-93e4-4393-ac74-8e93e40393bd,10,0.199760702
2023-03-04,4071710,3a14aa90-280f-4292-94aa-90280fc292ee,11,0.188535447
